,Province/State,Country/Region,Lat,Long,Date,Confirmed,Deaths,Recovered,Active,WHO Region
36713,,Norway,60.472,8.4689,2020-06-10,8594,239,8138,217,Europe
36714,,Oman,21.512583,55.92325500000001,2020-06-10,18887,84,5640,13163,Eastern Mediterranean
36715,,Pakistan,30.3753,69.3451,2020-06-10,119536,2356,36308,80872,Eastern Mediterranean
36716,,Panama,8.538,-80.7821,2020-06-10,17889,413,10977,6499,Americas
36717,,Papua New Guinea,-6.314993,143.95555,2020-06-10,8,0,8,0,Western Pacific
36718,,Paraguay,-23.4425,-58.4438,2020-06-10,1202,11,619,572,Americas
36719,,Peru,-9.19,-75.0152,2020-06-10,208823,5903,98031,104889,Americas
36720,,Philippines,12.879721,121.774017,2020-06-10,23732,1027,4895,17810,Western Pacific
36721,,Poland,51.9194,19.1451,2020-06-10,27842,1206,13411,13225,Europe
36722,,Portugal,39.3999,-8.2245,2020-06-10,35600,1497,21742,12361,Europe
36723,,Qatar,25.3548,51.1839,2020-06-10,73595,66,49413,24116,Eastern Mediterranean
36724,,Romania,45.9432,24.9668,2020-06-10,20945,1360,15103,4482,Europe
36725,,Russia,61.52401,105.318756,2020-06-10,493023,6350,252295,234378,Europe
36726,,Rwanda,-1.9403,29.8739,2020-06-10,476,2,307,167,Africa
36727,,Saint Lucia,13.9094,-60.9789,2020-06-10,19,0,18,1,Americas
36728,,Saint Vincent and the Grenadines,12.9843,-61.2872,2020-06-10,27,0,25,2,Americas
36729,,San Marino,43.9424,12.4578,2020-06-10,691,42,496,153,Europe
36730,,Saudi Arabia,23.885942,45.079162,2020-06-10,112288,819,77954,33515,Eastern Mediterranean
36731,,Senegal,14.4974,-14.4524,2020-06-10,4640,52,2885,1703,Africa
36732,,Serbia,44.0165,21.0059,2020-06-10,12031,251,11348,432,Europe
36733,,Seychelles,-4.6796,55.492,2020-06-10,11,0,11,0,Africa
36734,,Singapore,1.2833,103.8333,2020-06-10,38965,25,26532,12408,Western Pacific
36735,,Slovakia,48.669,19.699,2020-06-10,1533,28,1404,101,Europe
36736,,Slovenia,46.1512,14.9955,2020-06-10,1488,109,1359,20,Europe
36737,,Somalia,5.152149,46.199616,2020-06-10,2452,85,506,1861,Eastern Mediterranean
36738,,South Africa,-30.5595,22.9375,2020-06-10,55421,1210,31505,22706,Africa
36739,,Spain,40.463667,-3.74922,2020-06-10,242280,27136,150376,64768,Europe
36740,,Sri Lanka,7.873054,80.77179699999998,2020-06-10,1869,11,1122,736,South-East Asia
36741,,Sudan,12.8628,30.2176,2020-06-10,6582,401,2202,3979,Eastern Mediterranean
36742,,Suriname,3.9193,-56.0278,2020-06-10,144,2,9,133,Americas
36743,,Sweden,60.128161,18.643501,2020-06-10,46814,4795,0,42019,Europe
36744,,Switzerland,46.8182,8.2275,2020-06-10,31011,1936,28700,375,Europe
36745,,Taiwan*,23.7,121.0,2020-06-10,443,7,431,5,Western Pacific
36746,,Tanzania,-6.369028,34.888822,2020-06-10,509,21,183,305,Africa
36747,,Thailand,15.870032,100.992541,2020-06-10,3125,58,2981,86,South-East Asia
36748,,Togo,8.6195,0.8248,2020-06-10,522,13,265,244,Africa
36749,,Trinidad and Tobago,10.6918,-61.2225,2020-06-10,117,8,109,0,Americas
36750,,Tunisia,33.886917,9.537499,2020-06-10,1087,49,983,55,Eastern Mediterranean
36751,,Turkey,38.9637,35.2433,2020-06-10,173036,4746,146839,21451,Europe
36752,,Uganda,1.373333,32.290275,2020-06-10,665,0,119,546,Africa
36753,,Ukraine,48.3794,31.1656,2020-06-10,29015,841,13257,14917,Europe
36754,,United Arab Emirates,23.424076,53.847818,2020-06-10,40507,284,24017,16206,Eastern Mediterranean
36755,Bermuda,United Kingdom,32.3078,-64.7505,2020-06-10,141,9,125,7,Europe
36756,Cayman Islands,United Kingdom,19.3133,-81.2546,2020-06-10,180,1,107,72,Europe
36757,Channel Islands,United Kingdom,49.3723,-2.3644,2020-06-10,565,48,512,5,Europe
36758,Gibraltar,United Kingdom,36.1408,-5.3536,2020-06-10,176,0,169,7,Europe
36759,Isle of Man,United Kingdom,54.2361,-4.5481,2020-06-10,336,24,312,0,Europe
36760,Montserrat,United Kingdom,16.742498,-62.187366,2020-06-10,11,1,10,0,Europe
36761,,United Kingdom,55.3781,-3.4360000000000004,2020-06-10,267656,41225,0,226431,Europe
36762,,Uruguay,-32.5228,-55.7658,2020-06-10,847,23,758,66,Americas
36763,,US,40.0,-100.0,2020-06-10,2000706,113631,533504,1353571,Americas
36764,,Uzbekistan,41.377491,64.585262,2020-06-10,4623,19,3532,1072,Europe
36765,,Venezuela,6.4238,-66.5897,2020-06-10,2738,23,487,2228,Americas
36766,,Vietnam,14.058324,108.277199,2020-06-10,332,0,320,12,Western Pacific
36767,,Zambia,-13.133897,27.849332,2020-06-10,1200,10,912,278,Africa
36768,,Zimbabwe,-19.015438,29.154857,2020-06-10,320,4,49,267,Africa
36769,,Dominica,15.415,-61.371,2020-06-10,18,0,16,2,Americas
36770,,Grenada,12.1165,-61.679,2020-06-10,23,0,22,1,Americas
36771,,Mozambique,-18.665695,35.529562,2020-06-10,472,2,0,470,Africa
36772,,Syria,34.802075,38.99681500000001,2020-06-10,152,6,0,146,Eastern Mediterranean
36773,,Timor-Leste,-8.874217,125.727539,2020-06-10,24,0,0,24,South-East Asia
36774,,Belize,17.1899,-88.4976,2020-06-10,20,2,16,2,Americas
36775,,Laos,19.85627,102.495496,2020-06-10,19,0,19,0,Western Pacific
36776,,Libya,26.3351,17.228331,2020-06-10,378,5,59,314,Eastern Mediterranean
36777,,West Bank and Gaza,31.9522,35.2332,2020-06-10,485,3,410,72,Eastern Mediterranean
36778,,Guinea-Bissau,11.8037,-15.1804,2020-06-10,1389,12,153,1224,Africa
36779,,Mali,17.570692,-3.996166000000001,2020-06-10,1667,96,948,623,Africa
36780,,Saint Kitts and Nevis,17.357822,-62.782998,2020-06-10,15,0,15,0,Americas
36781,Northwest Territories,Canada,64.8255,-124.8457,2020-06-10,5,0,0,5,Americas
36782,Yukon,Canada,64.2823,-135.0,2020-06-10,11,0,0,11,Americas
36783,,Kosovo,42.602636,20.902977,2020-06-10,1298,31,913,354,Europe
36784,,Burma,21.9162,95.956,2020-06-10,248,6,165,77,South-East Asia
36785,Anguilla,United Kingdom,18.2206,-63.0686,2020-06-10,3,0,3,0,Europe
36786,British Virgin Islands,United Kingdom,18.4207,-64.64,2020-06-10,8,1,7,0,Europe
36787,Turks and Caicos Islands,United Kingdom,21.69400000000001,-71.7979,2020-06-10,12,1,11,0,Europe
36788,,Botswana,-22.3285,24.6849,2020-06-10,48,1,24,23,Africa
36789,,Burundi,-3.3731,29.9189,2020-06-10,83,1,45,37,Africa
36790,,Sierra Leone,8.460555000000001,-11.779889,2020-06-10,1062,50,637,375,Africa
36791,,Malawi,-13.2543,34.3015,2020-06-10,455,4,55,396,Africa
36792,Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,2020-06-10,13,0,13,0,Europe
36793,Saint Pierre and Miquelon,France,46.8852,-56.3159,2020-06-10,1,0,1,0,Europe
36794,,South Sudan,6.877000000000002,31.307,2020-06-10,1604,19,15,1570,Africa
36795,,Western Sahara,24.2155,-12.8858,2020-06-10,9,1,6,2,Africa
36796,,Sao Tome and Principe,0.1864,6.6131,2020-06-10,611,12,135,464,Africa
36797,,Yemen,15.552727,48.516388,2020-06-10,560,129,23,408,Eastern Mediterranean
36798,,Comoros,-11.6455,43.3333,2020-06-10,162,2,97,63,Africa
36799,,Tajikistan,38.861,71.2761,2020-06-10,4763,48,2947,1768,Europe
36800,,Lesotho,-29.61,28.2336,2020-06-10,4,0,2,2,Africa
36801,,Afghanistan,33.93911,67.709953,2020-06-11,22890,426,3326,19138,Eastern Mediterranean
36802,,Albania,41.1533,20.1683,2020-06-11,1385,35,1001,349,Europe
36803,,Algeria,28.0339,1.6596,2020-06-11,10589,741,7255,2593,Africa
36804,,Andorra,42.5063,1.5218,2020-06-11,852,51,780,21,Europe
36805,,Angola,-11.2027,17.8739,2020-06-11,118,5,41,72,Africa
36806,,Antigua and Barbuda,17.0608,-61.7964,2020-06-11,26,3,20,3,Americas
36807,,Argentina,-38.4161,-63.6167,2020-06-11,27373,765,8332,18276,Americas
36808,,Armenia,40.0691,45.0382,2020-06-11,14669,245,5466,8958,Europe
36809,Australian Capital Territory,Australia,-35.4735,149.0124,2020-06-11,108,3,104,1,Western Pacific
36810,New South Wales,Australia,-33.8688,151.2093,2020-06-11,3115,48,2743,324,Western Pacific
36811,Northern Territory,Australia,-12.4634,130.8456,2020-06-11,29,0,29,0,Western Pacific
36812,Queensland,Australia,-27.4698,153.0251,2020-06-11,1064,6,1051,7,Western Pacific
36813,South Australia,Australia,-34.9285,138.6007,2020-06-11,440,4,436,0,Western Pacific
36814,Tasmania,Australia,-42.8821,147.3272,2020-06-11,228,13,212,3,Western Pacific
36815,Victoria,Australia,-37.8136,144.9631,2020-06-11,1703,19,1632,52,Western Pacific
36816,Western Australia,Australia,-31.9505,115.8605,2020-06-11,602,9,575,18,Western Pacific
36817,,Austria,47.5162,14.5501,2020-06-11,17034,674,15949,411,Europe
36818,,Azerbaijan,40.1431,47.5769,2020-06-11,8882,108,4930,3844,Europe
36819,,Bahamas,25.025885,-78.035889,2020-06-11,103,11,68,24,Americas
36820,,Bahrain,26.0275,50.55,2020-06-11,16667,34,11487,5146,Eastern Mediterranean
36821,,Bangladesh,23.685,90.3563,2020-06-11,78052,1049,16747,60256,South-East Asia
36822,,Barbados,13.1939,-59.5432,2020-06-11,96,7,83,6,Americas
36823,,Belarus,53.7098,27.9534,2020-06-11,51816,293,26643,24880,Europe
36824,,Belgium,50.8333,4.469936,2020-06-11,59711,9636,16453,33622,Europe
36825,,Benin,9.3077,2.3158,2020-06-11,305,4,188,113,Africa
36826,,Bhutan,27.5142,90.4336,2020-06-11,62,0,19,43,South-East Asia
36827,,Bolivia,-16.2902,-63.5887,2020-06-11,16165,533,2372,13260,Americas
36828,,Bosnia and Herzegovina,43.9159,17.6791,2020-06-11,2832,161,2100,571,Europe
36829,,Brazil,-14.235,-51.9253,2020-06-11,802828,40919,429965,331944,Americas
36830,,Brunei,4.5353,114.7277,2020-06-11,141,2,138,1,Western Pacific
36831,,Bulgaria,42.7339,25.4858,2020-06-11,3086,168,1688,1230,Europe
36832,,Burkina Faso,12.2383,-1.5616,2020-06-11,892,53,790,49,Africa
36833,,Cabo Verde,16.5388,-23.0418,2020-06-11,657,6,294,357,Africa
36834,,Cambodia,11.55,104.9167,2020-06-11,126,0,125,1,Western Pacific
36835,,Cameroon,3.848,11.5021,2020-06-11,8681,212,4836,3633,Africa
36836,Alberta,Canada,53.9333,-116.5765,2020-06-11,7316,149,0,7167,Americas
36837,British Columbia,Canada,53.7267,-127.6476,2020-06-11,2694,167,0,2527,Americas
36838,Manitoba,Canada,53.7609,-98.8139,2020-06-11,300,7,0,293,Americas
36839,New Brunswick,Canada,46.5653,-66.4619,2020-06-11,153,1,0,152,Americas
36840,Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-06-11,261,3,0,258,Americas
36841,Nova Scotia,Canada,44.682,-63.7443,2020-06-11,1061,62,0,999,Americas
36842,Ontario,Canada,51.2538,-85.3232,2020-06-11,33173,2563,0,30610,Americas
36843,Prince Edward Island,Canada,46.5107,-63.4168,2020-06-11,27,0,0,27,Americas
36844,Quebec,Canada,52.9399,-73.5491,2020-06-11,53485,5105,0,48380,Americas
36845,Saskatchewan,Canada,52.9399,-106.4509,2020-06-11,660,13,0,647,Americas
36846,,Central African Republic,6.6111,20.9394,2020-06-11,1952,5,38,1909,Africa
36847,,Chad,15.4542,18.7322,2020-06-11,848,72,706,70,Africa
36848,,Chile,-35.6751,-71.543,2020-06-11,186698,2648,126444,57606,Americas
36849,Anhui,China,31.8257,117.2264,2020-06-11,991,6,985,0,Western Pacific
36850,Beijing,China,40.1824,116.4142,2020-06-11,595,9,584,2,Western Pacific
36851,Chongqing,China,30.0572,107.874,2020-06-11,579,6,573,0,Western Pacific
36852,Fujian,China,26.0789,117.9874,2020-06-11,361,1,356,4,Western Pacific
36853,Gansu,China,35.7518,104.2861,2020-06-11,139,2,137,0,Western Pacific
36854,Guangdong,China,23.3417,113.4244,2020-06-11,1607,8,1589,10,Western Pacific
36855,Guangxi,China,23.8298,108.7881,2020-06-11,254,2,252,0,Western Pacific
36856,Guizhou,China,26.8154,106.8748,2020-06-11,147,2,145,0,Western Pacific
36857,Hainan,China,19.1959,109.7453,2020-06-11,170,6,162,2,Western Pacific
36858,Hebei,China,39.549,116.1306,2020-06-11,328,6,0,322,Western Pacific
36859,Heilongjiang,China,47.862,127.7615,2020-06-11,947,13,934,0,Western Pacific
36860,Henan,China,37.8957,114.9042,2020-06-11,1276,22,0,1254,Western Pacific
36861,Hong Kong,China,22.3,114.2,2020-06-11,1107,4,1055,48,Western Pacific
36862,Hubei,China,30.9756,112.2707,2020-06-11,68135,4512,63623,0,Western Pacific
36863,Hunan,China,27.6104,111.7088,2020-06-11,1019,4,1015,0,Western Pacific
36864,Inner Mongolia,China,44.0935,113.9448,2020-06-11,237,1,231,5,Western Pacific
36865,Jiangsu,China,32.9711,119.455,2020-06-11,653,0,653,0,Western Pacific
36866,Jiangxi,China,27.614,115.7221,2020-06-11,932,1,931,0,Western Pacific
36867,Jilin,China,43.6661,126.1923,2020-06-11,155,2,153,0,Western Pacific
36868,Liaoning,China,41.2956,122.6085,2020-06-11,149,2,147,0,Western Pacific
36869,Macau,China,22.1667,113.55,2020-06-11,45,0,45,0,Western Pacific
36870,Ningxia,China,37.2692,106.1655,2020-06-11,75,0,75,0,Western Pacific
36871,Qinghai,China,35.7452,95.9956,2020-06-11,18,0,18,0,Western Pacific
36872,Shaanxi,China,35.1917,108.8701,2020-06-11,311,3,306,2,Western Pacific
36873,Shandong,China,36.3427,118.1498,2020-06-11,792,7,781,4,Western Pacific
36874,Shanghai,China,31.202,121.4491,2020-06-11,689,7,666,16,Western Pacific
36875,Shanxi,China,37.5777,112.2922,2020-06-11,198,0,198,0,Western Pacific
36876,Sichuan,China,30.6171,102.7103,2020-06-11,582,3,561,18,Western Pacific
36877,Tianjin,China,39.3054,117.323,2020-06-11,195,3,189,3,Western Pacific
36878,Tibet,China,31.6927,88.0924,2020-06-11,1,0,1,0,Western Pacific
36879,Xinjiang,China,41.1129,85.2401,2020-06-11,76,3,73,0,Western Pacific
36880,Yunnan,China,24.974,101.487,2020-06-11,185,2,183,0,Western Pacific
36881,Zhejiang,China,29.1832,120.0934,2020-06-11,1268,1,1267,0,Western Pacific
36882,,Colombia,4.5709,-74.2973,2020-06-11,45212,1488,17366,26358,Americas
36883,,Congo (Brazzaville),-0.228,15.8277,2020-06-11,728,24,221,483,Africa
36884,,Congo (Kinshasa),-4.0383,21.7587,2020-06-11,4515,98,567,3850,Africa
36885,,Costa Rica,9.7489,-83.7534,2020-06-11,1538,12,722,804,Americas
36886,,Cote d'Ivoire,7.54,-5.5471,2020-06-11,4404,41,2212,2151,Africa
36887,,Croatia,45.1,15.2,2020-06-11,2249,106,2132,11,Europe
36888,,Cuba,21.521757,-77.78116700000002,2020-06-11,2219,84,1893,242,Americas
36889,,Cyprus,35.1264,33.4299,2020-06-11,975,18,807,150,Europe
36890,,Czechia,49.8175,15.473,2020-06-11,9855,328,7166,2361,Europe
36891,Faroe Islands,Denmark,61.8926,-6.9118,2020-06-11,187,0,187,0,Europe
36892,Greenland,Greenland,71.7069,-42.6043,2020-06-11,13,0,13,0,Europe
36893,,Denmark,56.2639,9.5018,2020-06-11,12035,593,10955,487,Europe
36894,,Djibouti,11.8251,42.5903,2020-06-11,4398,37,2519,1842,Eastern Mediterranean
36895,,Dominican Republic,18.7357,-70.1627,2020-06-11,21437,561,12541,8335,Americas
36896,,Ecuador,-1.8312,-78.1834,2020-06-11,44440,3720,21862,18858,Americas
36897,,Egypt,26.820553000000004,30.802498,2020-06-11,39726,1377,10691,27658,Eastern Mediterranean
36898,,El Salvador,13.7942,-88.8965,2020-06-11,3373,68,1504,1801,Americas
36899,,Equatorial Guinea,1.6508,10.2679,2020-06-11,1306,12,200,1094,Africa
36900,,Eritrea,15.1794,39.7823,2020-06-11,41,0,39,2,Africa
36901,,Estonia,58.5953,25.0136,2020-06-11,1965,69,1697,199,Europe
36902,,Eswatini,-26.5225,31.4659,2020-06-11,449,3,238,208,Africa
36903,,Ethiopia,9.145,40.4897,2020-06-11,2670,40,434,2196,Africa
36904,,Fiji,-17.7134,178.065,2020-06-11,18,0,18,0,Western Pacific
36905,,Finland,61.92411,25.748151,2020-06-11,7064,325,6200,539,Europe
36906,French Guiana,France,3.9339,-53.1258,2020-06-11,917,2,462,453,Europe
36907,French Polynesia,France,-17.6797,149.4068,2020-06-11,60,0,60,0,Europe
36908,Guadeloupe,France,16.265,-61.551,2020-06-11,164,14,144,6,Europe
36909,Mayotte,France,-12.8275,45.166244,2020-06-11,2240,28,1654,558,Europe
36910,New Caledonia,France,-20.904305,165.618042,2020-06-11,21,0,20,1,Europe
36911,Reunion,France,-21.1151,55.5364,2020-06-11,487,1,447,39,Europe
36912,Saint Barthelemy,France,17.9,-62.8333,2020-06-11,6,0,6,0,Europe
36913,St Martin,France,18.0708,-63.0501,2020-06-11,41,3,33,5,Europe
36914,Martinique,France,14.6415,-61.0242,2020-06-11,202,14,98,90,Europe
36915,,France,46.2276,2.2137,2020-06-11,188680,29287,69344,90049,Europe
36916,,Gabon,-0.8037,11.6094,2020-06-11,3463,23,1024,2416,Africa
36917,,Gambia,13.4432,-15.3101,2020-06-11,28,1,22,5,Africa
36918,,Georgia,42.3154,43.3569,2020-06-11,831,13,694,124,Europe
36919,,Germany,51.165691,10.451526,2020-06-11,186691,8772,170961,6958,Europe
36920,,Ghana,7.9465,-1.0232,2020-06-11,10358,48,3824,6486,Africa
36921,,Greece,39.0742,21.8243,2020-06-11,3088,183,1374,1531,Europe
36922,,Guatemala,15.7835,-90.2308,2020-06-11,8561,334,1567,6660,Americas
36923,,Guinea,9.9456,-9.6966,2020-06-11,4372,23,3033,1316,Africa
36924,,Guyana,4.860416000000002,-58.93018000000001,2020-06-11,158,12,92,54,Americas
36925,,Haiti,18.9712,-72.2852,2020-06-11,3941,64,24,3853,Americas
36926,,Holy See,41.9029,12.4534,2020-06-11,12,0,12,0,Europe
36927,,Honduras,15.2,-86.2419,2020-06-11,7669,294,837,6538,Americas
36928,,Hungary,47.1625,19.5033,2020-06-11,4039,553,2391,1095,Europe
36929,,Iceland,64.9631,-19.0208,2020-06-11,1807,10,1794,3,Europe
36930,,India,20.593684,78.96288,2020-06-11,297535,8498,147195,141842,South-East Asia
36931,,Indonesia,-0.7893,113.9213,2020-06-11,35295,2000,12636,20659,South-East Asia
36932,,Iran,32.427908,53.68804599999999,2020-06-11,180156,8584,142663,28909,Eastern Mediterranean
36933,,Iraq,33.223191,43.679291,2020-06-11,16675,457,6568,9650,Eastern Mediterranean
36934,,Ireland,53.1424,-7.6921,2020-06-11,25238,1703,22698,837,Europe
36935,,Israel,31.046051,34.851612,2020-06-11,18569,300,15250,3019,Europe
36936,,Italy,41.87194,12.56738,2020-06-11,236142,34167,171338,30637,Europe
36937,,Jamaica,18.1096,-77.2975,2020-06-11,611,10,408,193,Americas
36938,,Japan,36.204824,138.252924,2020-06-11,17187,922,15233,1032,Western Pacific
36939,,Jordan,31.24,36.51,2020-06-11,890,9,670,211,Eastern Mediterranean
36940,,Kazakhstan,48.0196,66.9237,2020-06-11,13872,67,8593,5212,Europe
36941,,Kenya,-0.0236,37.9062,2020-06-11,3215,92,1092,2031,Africa
36942,,South Korea,35.90775700000001,127.766922,2020-06-11,12003,277,10669,1057,Western Pacific
36943,,Kuwait,29.31166,47.481766,2020-06-11,34432,279,24137,10016,Eastern Mediterranean
36944,,Kyrgyzstan,41.20438,74.766098,2020-06-11,2166,26,1668,472,Europe
36945,,Latvia,56.8796,24.6032,2020-06-11,1094,26,818,250,Europe
36946,,Lebanon,33.8547,35.8623,2020-06-11,1402,31,845,526,Eastern Mediterranean
36947,,Liberia,6.4280550000000005,-9.429499,2020-06-11,410,31,206,173,Africa
36948,,Liechtenstein,47.14,9.55,2020-06-11,82,1,81,0,Europe
36949,,Lithuania,55.1694,23.8813,2020-06-11,1752,74,1372,306,Europe
36950,,Luxembourg,49.8153,6.1296,2020-06-11,4052,110,3910,32,Europe
36951,,Madagascar,-18.766947,46.869107,2020-06-11,1203,10,312,881,Africa
36952,,Malaysia,4.210483999999999,101.975766,2020-06-11,8369,118,7065,1186,Western Pacific
36953,,Maldives,3.2028,73.2207,2020-06-11,1976,8,1153,815,South-East Asia
36954,,Malta,35.9375,14.3754,2020-06-11,640,9,600,31,Europe
36955,,Mauritania,21.0079,-10.9408,2020-06-11,1439,74,250,1115,Africa
36956,,Mauritius,-20.348404,57.552152,2020-06-11,337,10,325,2,Africa
36957,,Mexico,23.6345,-102.5528,2020-06-11,133974,15944,97198,20832,Americas
36958,,Moldova,47.4116,28.3699,2020-06-11,10727,375,6072,4280,Europe
36959,,Monaco,43.7333,7.4167,2020-06-11,99,4,93,2,Europe
36960,,Mongolia,46.8625,103.8467,2020-06-11,197,0,95,102,Western Pacific
36961,,Montenegro,42.708678000000006,19.37439,2020-06-11,324,9,315,0,Europe
36962,,Morocco,31.7917,-7.0926,2020-06-11,8537,211,7583,743,Eastern Mediterranean
36963,,Namibia,-22.9576,18.4904,2020-06-11,31,0,17,14,Africa
36964,,Nepal,28.1667,84.25,2020-06-11,4614,15,861,3738,South-East Asia
36965,Aruba,Netherlands,12.5211,-69.9683,2020-06-11,101,3,98,0,Europe
36966,Curacao,Netherlands,12.1696,-68.99,2020-06-11,22,1,15,6,Europe
36967,Sint Maarten,Netherlands,18.0425,-63.0548,2020-06-11,77,15,61,1,Europe
36968,,Netherlands,52.1326,5.2913,2020-06-11,48251,6044,0,42207,Europe
36969,,New Zealand,-40.9006,174.886,2020-06-11,1504,22,1482,0,Western Pacific
36970,,Nicaragua,12.865416,-85.207229,2020-06-11,1464,55,953,456,Americas
36971,,Niger,17.607789,8.081666,2020-06-11,974,65,878,31,Africa
36972,,Nigeria,9.082,8.6753,2020-06-11,14554,387,4494,9673,Africa
36973,,North Macedonia,41.6086,21.7453,2020-06-11,3538,169,1682,1687,Europe
36974,,Norway,60.472,8.4689,2020-06-11,8608,242,8138,228,Europe
36975,,Oman,21.512583,55.92325500000001,2020-06-11,19954,89,6623,13242,Eastern Mediterranean
36976,,Pakistan,30.3753,69.3451,2020-06-11,125933,2463,40247,83223,Eastern Mediterranean
36977,,Panama,8.538,-80.7821,2020-06-11,18586,418,10977,7191,Americas
36978,,Papua New Guinea,-6.314993,143.95555,2020-06-11,8,0,8,0,Western Pacific
36979,,Paraguay,-23.4425,-58.4438,2020-06-11,1230,11,624,595,Americas
36980,,Peru,-9.19,-75.0152,2020-06-11,214788,6088,102429,106271,Americas
36981,,Philippines,12.879721,121.774017,2020-06-11,24175,1036,5165,17974,Western Pacific
36982,,Poland,51.9194,19.1451,2020-06-11,28201,1215,13696,13290,Europe
36983,,Portugal,39.3999,-8.2245,2020-06-11,35910,1504,22002,12404,Europe
36984,,Qatar,25.3548,51.1839,2020-06-11,75071,69,51331,23671,Eastern Mediterranean
36985,,Romania,45.9432,24.9668,2020-06-11,21182,1369,15283,4530,Europe
36986,,Russia,61.52401,105.318756,2020-06-11,501800,6522,260649,234629,Europe
36987,,Rwanda,-1.9403,29.8739,2020-06-11,494,2,313,179,Africa
36988,,Saint Lucia,13.9094,-60.9789,2020-06-11,19,0,18,1,Americas
36989,,Saint Vincent and the Grenadines,12.9843,-61.2872,2020-06-11,27,0,25,2,Americas
36990,,San Marino,43.9424,12.4578,2020-06-11,691,42,496,153,Europe
36991,,Saudi Arabia,23.885942,45.079162,2020-06-11,116021,857,80019,35145,Eastern Mediterranean
36992,,Senegal,14.4974,-14.4524,2020-06-11,4759,55,2994,1710,Africa
36993,,Serbia,44.0165,21.0059,2020-06-11,12102,252,11362,488,Europe
36994,,Seychelles,-4.6796,55.492,2020-06-11,11,0,11,0,Africa
36995,,Singapore,1.2833,103.8333,2020-06-11,39387,25,27286,12076,Western Pacific
36996,,Slovakia,48.669,19.699,2020-06-11,1541,28,1409,104,Europe
36997,,Slovenia,46.1512,14.9955,2020-06-11,1488,109,1359,20,Europe
36998,,Somalia,5.152149,46.199616,2020-06-11,2513,85,532,1896,Eastern Mediterranean
36999,,South Africa,-30.5595,22.9375,2020-06-11,58568,1284,33252,24032,Africa
37000,,Spain,40.463667,-3.74922,2020-06-11,242707,27136,150376,65195,Europe
37001,,Sri Lanka,7.873054,80.77179699999998,2020-06-11,1877,11,1150,716,South-East Asia
37002,,Sudan,12.8628,30.2176,2020-06-11,6730,413,2278,4039,Eastern Mediterranean
37003,,Suriname,3.9193,-56.0278,2020-06-11,168,2,9,157,Americas
37004,,Sweden,60.128161,18.643501,2020-06-11,48288,4814,0,43474,Europe
37005,,Switzerland,46.8182,8.2275,2020-06-11,31044,1937,28800,307,Europe
37006,,Taiwan*,23.7,121.0,2020-06-11,443,7,431,5,Western Pacific
37007,,Tanzania,-6.369028,34.888822,2020-06-11,509,21,183,305,Africa
37008,,Thailand,15.870032,100.992541,2020-06-11,3125,58,2987,80,South-East Asia
37009,,Togo,8.6195,0.8248,2020-06-11,524,13,271,240,Africa
37010,,Trinidad and Tobago,10.6918,-61.2225,2020-06-11,117,8,109,0,Americas
37011,,Tunisia,33.886917,9.537499,2020-06-11,1087,49,989,49,Eastern Mediterranean
37012,,Turkey,38.9637,35.2433,2020-06-11,174023,4763,147860,21400,Europe
37013,,Uganda,1.373333,32.290275,2020-06-11,679,0,161,518,Africa
37014,,Ukraine,48.3794,31.1656,2020-06-11,29706,864,13642,15200,Europe
37015,,United Arab Emirates,23.424076,53.847818,2020-06-11,40986,286,25234,15466,Eastern Mediterranean
37016,Bermuda,United Kingdom,32.3078,-64.7505,2020-06-11,141,9,127,5,Europe
37017,Cayman Islands,United Kingdom,19.3133,-81.2546,2020-06-11,186,1,112,73,Europe
37018,Channel Islands,United Kingdom,49.3723,-2.3644,2020-06-11,565,48,512,5,Europe
37019,Gibraltar,United Kingdom,36.1408,-5.3536,2020-06-11,176,0,171,5,Europe
37020,Isle of Man,United Kingdom,54.2361,-4.5481,2020-06-11,336,24,312,0,Europe
37021,Montserrat,United Kingdom,16.742498,-62.187366,2020-06-11,11,1,10,0,Europe
37022,,United Kingdom,55.3781,-3.4360000000000004,2020-06-11,268657,41377,0,227280,Europe
37023,,Uruguay,-32.5228,-55.7658,2020-06-11,847,23,772,52,Americas
37024,,US,40.0,-100.0,2020-06-11,2023656,114512,540292,1368852,Americas
37025,,Uzbekistan,41.377491,64.585262,2020-06-11,4741,19,3637,1085,Europe
37026,,Venezuela,6.4238,-66.5897,2020-06-11,2814,23,487,2304,Americas
37027,,Vietnam,14.058324,108.277199,2020-06-11,332,0,321,11,Western Pacific
37028,,Zambia,-13.133897,27.849332,2020-06-11,1200,10,912,278,Africa
37029,,Zimbabwe,-19.015438,29.154857,2020-06-11,332,4,51,277,Africa
37030,,Dominica,15.415,-61.371,2020-06-11,18,0,16,2,Americas
37031,,Grenada,12.1165,-61.679,2020-06-11,23,0,22,1,Americas
37032,,Mozambique,-18.665695,35.529562,2020-06-11,489,2,0,487,Africa
37033,,Syria,34.802075,38.99681500000001,2020-06-11,164,6,0,158,Eastern Mediterranean
37034,,Timor-Leste,-8.874217,125.727539,2020-06-11,24,0,0,24,South-East Asia
37035,,Belize,17.1899,-88.4976,2020-06-11,20,2,16,2,Americas
37036,,Laos,19.85627,102.495496,2020-06-11,19,0,19,0,Western Pacific
